schema,upstream_repository,pinned_commit,upstream_path,sha256,bytes,binary,detected_notice_tokens,initial_attribution,license_status,current_disposition
1,https://github.com/BlackBoxing/BlackBox,a0a330732c51dd9476c618ede31ec7d4a168a5d5,.gitattributes,d8fb0de4792538f93822b2c0d235604921299d5e54a3d6ec7a6cb34536e8bf1e,68,false,none-detected,BlackBox aggregate tree at pinned commit,root Apache-2.0 declaration exists; per-file origin not independently verified,reference only; manual history audit required
1,https://github.com/BlackBoxing/BlackBox,a0a330732c51dd9476c618ede31ec7d4a168a5d5,.github/ISSUE_TEMPLATE/bug-report---bug---.md,ba6bc0528716c4e416dab536db9ce3f9614797991cbd7ee62da0e9f2b6c35622,1257,false,none-detected,BlackBox aggregate tree at pinned commit,root Apache-2.0 declaration exists; per-file origin not independently verified,reference only; manual history audit required
1,https://github.com/BlackBoxing/BlackBox,a0a330732c51dd9476c618ede31ec7d4a168a5d5,.github/ISSUE_TEMPLATE/feature-request--------.md,04e4f9ce59d502fa88ca332db67e0d8b012dc5619db670409d52e89c19e291fd,748,false,none-detected,BlackBox aggregate tree at pinned commit,root Apache-2.0 declaration exists; per-file origin not independently verified,reference only; manual history audit required
1,https://github.com/BlackBoxing/BlackBox,a0a330732c51dd9476c618ede31ec7d4a168a5d5,.github/ISSUE_TEMPLATE/other-issues-------.md,ba85067021b505e00c2e97ca6abcc76c92f2d10e42562f16a23a60e3f55c7305,149,false,none-detected,BlackBox aggregate tree at pinned commit,root Apache-2.0 declaration exists; per-file origin not independently verified,reference only; manual history audit required
1,https://github.com/BlackBoxing/BlackBox,a0a330732c51dd9476c618ede31ec7d4a168a5d5,.github/workflows/upstream.yml,1bf8134b572c52958f83ed038c2a31a25c27f5189b7d881112c9f6175b32d27a,492,false,none-detected,BlackBox aggregate tree at pinned commit,root Apache-2.0 declaration exists; per-file origin not independently verified,reference only; manual history audit required
1,https://github.com/BlackBoxing/BlackBox,a0a330732c51dd9476c618ede31ec7d4a168a5d5,.gitignore,d3a43d63f43495fe7275f9d3650fbe67c5b7ef7241fd2a6648d7c07212d189a9,1477,false,none-detected,BlackBox aggregate tree at pinned commit,root Apache-2.0 declaration exists; per-file origin not independently verified,reference only; manual history audit required
1,https://github.com/BlackBoxing/BlackBox,a0a330732c51dd9476c618ede31ec7d4a168a5d5,Bcore/.gitignore,00306afc33d0b551acc6ca0843cd0fa9148dd143f958a96c481cc8ae29dfac80,1448,false,none-detected,BlackBox aggregate tree at pinned commit,root Apache-2.0 declaration exists; per-file origin not independently verified,reference only; manual history audit required
1,https://github.com/BlackBoxing/BlackBox,a0a330732c51dd9476c618ede31ec7d4a168a5d5,Bcore/black-fake/.gitignore,5c3174b74edc6f2b9e0743594b8bd3c7f31e4f4405758cc9872b3fe1de1d28b4,6,false,none-detected,BlackBox aggregate tree at pinned commit,root Apache-2.0 declaration exists; per-file origin not independently verified,reference only; manual history audit required
1,https://github.com/BlackBoxing/BlackBox,a0a330732c51dd9476c618ede31ec7d4a168a5d5,Bcore/black-fake/build.gradle,841d561a145e05aa70c1e54edfa16440cd8d853eed75df889cad6fbf4f96201e,1513,false,none-detected,BlackBox aggregate tree at pinned commit,root Apache-2.0 declaration exists; per-file origin not independently verified,reference only; manual history audit required
1,https://github.com/BlackBoxing/BlackBox,a0a330732c51dd9476c618ede31ec7d4a168a5d5,Bcore/black-fake/consumer-rules.pro,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,false,none-detected,BlackBox aggregate tree at pinned commit,root Apache-2.0 declaration exists; per-file origin not independently verified,reference only; manual history audit required
1,https://github.com/BlackBoxing/BlackBox,a0a330732c51dd9476c618ede31ec7d4a168a5d5,Bcore/black-fake/proguard-rules.pro,48c84bd2ac064ce2665b62a6e7c0e87f3b4fe259708a76e16625c2b43e1bc078,770,false,none-detected,BlackBox aggregate tree at pinned commit,root Apache-2.0 declaration exists; per-file origin not independently verified,reference only; manual history audit required
1,https://github.com/BlackBoxing/BlackBox,a0a330732c51dd9476c618ede31ec7d4a168a5d5,Bcore/black-fake/src/main/AndroidManifest.xml,0a57d0b2906862efee820c21da16d3306be79a96accd3b5793bb80bc2fb38d36,100,false,none-detected,BlackBox aggregate tree at pinned commit,root Apache-2.0 declaration exists; per-file origin not independently verified,reference only; manual history audit required
1,https://github.com/BlackBoxing/BlackBox,a0a330732c51dd9476c618ede31ec7d4a168a5d5,Bcore/black-fake/src/main/java/android/app/ActivityThread.java,c1ea2dd5051e9b146899caac21c1f52f39270f388033158e29ce60ea213fbbfd,2469,false,none-detected,BlackBox aggregate tree at pinned commit,root Apache-2.0 declaration exists; per-file origin not independently verified,reference only; manual history audit required
1,https://github.com/BlackBoxing/BlackBox,a0a330732c51dd9476c618ede31ec7d4a168a5d5,Bcore/black-fake/src/main/java/android/app/ContentProviderHolder.java,b8010ce5fe3e314dce8e491fa43079f47b305d3f844b717592b4cb7182006b1b,418,false,none-detected,BlackBox aggregate tree at pinned commit,root Apache-2.0 declaration exists; per-file origin not independently verified,reference only; manual history audit required
1,https://github.com/BlackBoxing/BlackBox,a0a330732c51dd9476c618ede31ec7d4a168a5d5,Bcore/black-fake/src/main/java/android/content/IContentProvider.java,515d718a4c7260293d8a9da63e4dd2cb07bdb7f4a7245f78a58dc488c6b667ea,245,false,none-detected,BlackBox aggregate tree at pinned commit,root Apache-2.0 declaration exists; per-file origin not independently verified,reference only; manual history audit required
1,https://github.com/BlackBoxing/BlackBox,a0a330732c51dd9476c618ede31ec7d4a168a5d5,Bcore/black-fake/src/main/java/android/content/SyncInfo.java,4b3226dc7fa9eabd5ee23af1c4b858dc0485905827e3f0de2f07142ea564dba5,3095,false,Apache-text;copyright-text,explicit file-header attribution; see upstream file,explicit Apache-2.0 text,reference only; direct-source comparison required
1,https://github.com/BlackBoxing/BlackBox,a0a330732c51dd9476c618ede31ec7d4a168a5d5,Bcore/black-fake/src/main/java/android/content/SyncStatusInfo.java,5f8c6653dbac0e571ac01790265ad203e9b5e3d7cb80ada58e6e2247fa37d9a9,6085,false,none-detected,BlackBox aggregate tree at pinned commit,root Apache-2.0 declaration exists; per-file origin not independently verified,reference only; manual history audit required
1,https://github.com/BlackBoxing/BlackBox,a0a330732c51dd9476c618ede31ec7d4a168a5d5,Bcore/black-fake/src/main/java/android/content/pm/ManifestDigest.java,98b052284ee8dce74dd402ae8389979a91333d66e43b7a69c531c4c6c30cf560,1556,false,none-detected,BlackBox aggregate tree at pinned commit,root Apache-2.0 declaration exists; per-file origin not independently verified,reference only; manual history audit required
1,https://github.com/BlackBoxing/BlackBox,a0a330732c51dd9476c618ede31ec7d4a168a5d5,Bcore/black-fake/src/main/java/android/content/pm/PackageParser.java,ce67698cdf8b55aee0609bcce952f948268db1bc4482e57a370c57833ab3f9ea,25453,false,none-detected,BlackBox aggregate tree at pinned commit,root Apache-2.0 declaration exists; per-file origin not independently verified,reference only; manual history audit required
1,https://github.com/BlackBoxing/BlackBox,a0a330732c51dd9476c618ede31ec7d4a168a5d5,Bcore/black-fake/src/main/java/android/content/pm/PackageUserState.java,b294255bb678e7c211bf85913a5140e8e9534f7b99899eee5182a8d98bb4d944,874,false,none-detected,BlackBox aggregate tree at pinned commit,root Apache-2.0 declaration exists; per-file origin not independently verified,reference only; manual history audit required
1,https://github.com/BlackBoxing/BlackBox,a0a330732c51dd9476c618ede31ec7d4a168a5d5,Bcore/black-fake/src/main/java/android/content/pm/VerifierInfo.java,aace2fb6b6a39bc70d3043603b4e9bc22fe3acf51bcb7a0f51b0f77faa7d7cdd,1148,false,none-detected,BlackBox aggregate tree at pinned commit,root Apache-2.0 declaration exists; per-file origin not independently verified,reference only; manual history audit required
1,https://github.com/BlackBoxing/BlackBox,a0a330732c51dd9476c618ede31ec7d4a168a5d5,Bcore/black-fake/src/main/java/android/location/LocationRequest.java,a2f43b8b3d13bbd0e2f743e4493d0dd97e09afbb67ef2ba4207463df825e9c2c,713,false,none-detected,BlackBox aggregate tree at pinned commit,root Apache-2.0 declaration exists; per-file origin not independently verified,reference only; manual history audit required
